,magnitude,cdi,mmi,tsunami,sig,nst,dmin,gap,depth,latitude,longitude
289,6.7,7,5,1,692,0,6.787,25.0,27.59,-13.9805,166.594
290,6.7,7,6,1,691,0,6.697,19.0,24.0,-14.0683,166.624
291,6.9,7,6,1,734,0,1.166,25.0,26.0,-14.3235,166.855
292,7.8,4,3,0,948,0,7.009,20.0,24.0,-4.9521,94.3299
293,7.2,3,7,1,799,0,0.958,17.0,177.0,53.9776,158.546
294,7.1,7,7,1,1496,0,0.0,0.0,125.6,59.6204,-153.339
295,6.6,3,4,1,673,0,2.413,74.0,10.0,18.8239,-106.934
296,6.7,5,6,1,717,0,0.281,22.0,46.0,41.9723,142.781
297,6.5,3,6,1,651,0,3.144,22.0,13.0,3.8965,126.862
298,6.7,8,7,0,1515,0,1.794,16.0,55.0,24.8036,93.6505
299,6.6,8,6,1,765,0,0.41,35.0,85.0,15.8015,-93.633
300,6.9,8,5,0,738,0,2.979,14.0,21.0,-4.1064,129.508
301,7.2,4,7,0,827,0,1.116,18.0,22.0,38.2107,72.7797
302,6.7,2,3,0,691,0,2.033,19.0,602.75,-9.1825,-71.2574
303,7.6,5,4,0,896,0,2.852,10.0,620.56,-10.0598,-71.0184
304,7.6,6,5,1,957,0,3.287,10.0,606.21,-10.5372,-70.9437
305,6.8,5,6,1,715,0,1.599,19.0,12.59,-8.8994,158.422
306,6.5,7,7,0,1018,0,0.0,0.0,11.0,38.67,20.6
307,6.7,5,4,0,702,0,1.444,17.0,12.0,31.0009,128.873
308,6.9,5,6,0,744,0,0.821,43.0,10.0,-29.5097,-72.0585
309,6.9,6,6,1,761,0,0.784,32.0,12.0,-29.5067,-72.0068
310,6.6,7,4,0,675,0,2.792,31.0,10.0,6.8431,94.648
311,6.8,7,7,1,841,0,0.258,41.0,46.0,-30.8796,-71.4519
312,6.5,5,7,0,657,0,1.53,21.0,20.0,-8.3381,124.875
313,7.5,8,7,0,1448,0,0.622,18.0,231.0,36.5244,70.3676
314,7.1,6,6,1,780,0,0.592,11.0,135.0,-14.8595,167.303
315,6.6,7,7,0,671,0,2.486,13.0,18.0,-0.6212,131.262
316,6.6,5,7,1,820,0,1.064,14.0,35.0,-31.7275,-71.3792
317,6.7,5,7,0,718,0,0.853,35.0,23.0,-31.5173,-71.804
318,6.5,6,7,0,657,0,0.749,62.0,27.0,-31.4244,-71.6876
319,7.0,8,7,0,799,0,0.903,13.0,28.41,-31.5622,-71.4262
320,8.3,9,8,1,1960,0,0.684,19.0,22.44,-31.5729,-71.6744
321,6.7,5,5,1,708,0,1.256,123.0,10.0,24.913,-109.623
322,6.5,0,5,1,650,0,2.045,16.0,6.43,-9.3293,157.877
323,6.6,3,5,1,671,0,1.872,20.0,22.0,-9.3438,158.053
324,7.0,9,7,1,762,0,6.278,12.0,48.0,-2.6286,138.528
325,6.9,4,7,1,734,0,0.444,39.0,29.0,52.376,-169.446
326,7.0,8,6,1,759,0,5.205,22.0,11.0,-10.4012,165.141
327,6.5,4,4,1,686,0,1.218,20.0,20.0,13.8672,-58.5479
328,6.7,4,5,1,691,0,1.529,11.0,12.0,-9.307,158.403
329,6.5,3,4,0,652,0,2.277,11.0,460.0,27.7375,139.725
330,7.8,6,3,1,1151,0,1.675,12.0,664.0,27.8386,140.493
331,6.8,5,6,1,762,0,0.0,0.0,72.6,56.594,-156.43
332,6.8,1,5,1,711,0,3.619,18.0,10.0,-11.1093,163.215
333,6.9,1,4,1,732,0,4.024,22.0,11.19,-11.0559,163.696
334,6.8,1,4,1,711,0,4.395,15.0,11.0,-10.8759,164.169
335,6.8,8,6,1,831,0,1.422,8.0,35.0,38.9056,142.032
336,7.3,8,7,0,1563,0,0.677,11.0,15.0,27.8087,86.0655
337,7.1,1,6,1,776,0,3.835,11.0,10.0,-7.2175,154.557
338,7.5,7,8,1,869,0,1.295,22.0,55.0,-5.4624,151.875
339,6.8,5,6,1,714,0,1.074,23.0,44.0,-5.2005,151.777
340,6.7,5,6,1,692,0,1.239,12.0,31.0,-5.375,151.771
341,6.7,7,7,0,1016,0,0.727,13.0,22.91,27.7711,86.0173
342,6.6,8,7,0,733,0,1.778,16.0,10.0,28.2244,84.8216
343,7.8,8,9,0,2820,0,1.857,12.0,8.22,28.2305,84.7314
344,6.5,0,5,1,650,0,3.702,42.0,10.0,-15.8815,-178.6
345,6.5,2,5,1,650,0,4.629,36.0,11.0,-15.4994,-173.029
346,7.5,6,7,1,872,0,0.666,19.0,41.0,-4.7294,152.562
347,7.0,4,6,0,760,0,1.362,12.0,552.06,-7.2968,122.535
348,6.7,5,5,1,714,0,1.925,20.0,23.0,39.8558,142.881
349,6.7,4,6,1,700,0,2.11,16.0,223.0,-23.1125,-66.688
350,6.8,1,4,1,711,0,2.019,13.0,219.96,-17.0309,168.52
351,6.5,1,4,1,650,0,4.318,61.0,8.0,5.9045,-82.6576
352,6.6,7,6,1,709,0,2.485,43.0,20.0,7.9401,-82.6865
353,6.6,1,5,1,670,0,3.246,12.0,23.0,-6.5108,154.46
354,6.6,1,3,0,670,0,2.6,9.0,614.0,6.1572,123.126
355,6.8,6,5,1,713,0,1.421,19.0,39.0,1.9604,126.575
356,6.5,5,5,1,652,0,1.549,9.0,35.0,2.2999,127.056
357,6.7,7,4,1,698,0,1.079,25.0,22.0,-37.6478,179.662
358,7.1,4,6,1,779,0,1.397,18.0,45.0,1.8929,126.522
359,6.6,2,6,1,671,0,3.557,13.0,53.19,-5.9873,148.232
360,7.1,3,6,1,776,0,4.415,13.0,434.0,-19.6903,-177.759
361,7.3,8,6,1,982,0,1.078,18.0,40.0,12.5262,-88.1225
362,6.7,5,5,1,724,0,0.46,11.0,130.0,13.7641,144.429
363,6.8,6,6,1,741,0,4.107,18.0,101.0,-14.598,-73.5714
364,6.9,0,4,1,732,0,6.393,12.0,13.0,0.8295,146.169
365,6.9,0,6,1,732,0,3.934,15.0,615.42,-19.8015,-178.4
366,6.5,5,4,1,706,0,2.421,9.0,20.0,37.0052,142.452
367,6.9,8,7,1,1079,0,0.263,51.0,53.0,14.724,-92.4614
368,6.5,0,4,1,650,0,2.124,15.0,20.0,-6.2304,152.807
369,6.7,0,5,1,691,0,6.713,45.0,18.0,-14.9831,-175.51
370,6.9,0,5,1,732,0,4.838,25.0,8.0,-55.4703,-28.3669
371,7.9,6,8,1,963,0,0.133,22.0,109.0,51.8486,178.735
372,6.7,0,5,0,691,0,0.748,43.0,26.59,-29.9414,-177.607
373,6.5,0,5,0,650,0,0.778,30.0,10.0,-29.9379,-177.516
374,6.9,0,5,1,732,0,0.751,35.0,20.0,-29.9772,-177.725
375,6.9,9,7,0,951,0,0.402,25.0,6.43,40.2893,25.3889
376,6.5,7,5,1,694,0,3.121,33.0,10.0,7.2096,-82.3045
377,6.6,0,5,1,670,0,3.34,10.0,106.0,-21.4542,170.355
378,6.5,4,6,1,838,0,0.0,0.0,10.0,49.6388,-127.732
379,7.5,0,6,1,865,0,3.82,16.0,43.37,-6.7547,155.024
380,6.6,0,6,1,670,0,3.803,11.0,29.0,-6.6558,155.087
381,7.2,8,7,1,1017,0,2.25,46.0,24.0,17.397,-100.972
382,6.6,0,6,0,670,0,2.666,22.0,10.0,-11.1284,162.052
383,7.4,0,6,1,842,0,2.885,17.0,39.0,-11.4633,162.051
384,7.6,0,7,1,889,0,2.828,13.0,22.56,-11.2701,162.148
385,6.6,6,5,1,677,0,0.761,20.0,135.0,11.642,-85.8779
386,6.5,0,6,1,650,0,3.787,16.0,20.0,-6.7878,154.95
387,7.1,0,7,1,776,0,3.729,21.0,60.53,-6.5858,155.048
388,7.7,8,9,1,1057,0,1.029,44.0,22.4,-20.5709,-70.4931
389,6.5,7,7,0,670,0,0.828,82.0,24.07,-20.3113,-70.5756
390,6.9,0,5,0,732,0,0.828,119.0,28.42,-19.8927,-70.9455
391,8.2,9,8,1,1332,0,0.609,23.0,25.0,-19.6097,-70.7691
392,6.7,7,7,1,718,0,1.008,44.0,20.0,-19.9807,-70.7022
393,6.8,5,5,1,1211,112,0.6568,229.0,16.441,40.8287,-125.134
394,6.5,4,5,1,668,0,1.001,17.0,119.0,27.4312,127.367
395,6.5,5,4,1,681,0,1.635,30.0,14.83,14.6682,-58.9272
396,6.9,3,8,0,733,0,7.496,18.0,10.0,35.9053,82.5864
397,6.5,0,5,1,650,0,0.409,20.0,122.0,-15.0691,167.372
398,6.5,0,3,1,650,0,3.651,22.0,44.26,-32.9076,-177.881
399,6.5,0,4,1,650,0,3.997,14.0,187.0,-13.8633,167.249
400,6.5,3,4,0,651,0,5.194,22.0,371.0,-17.1171,-176.545
401,7.7,1,8,1,912,0,8.05,23.0,10.0,-60.2738,-46.4011
402,6.9,0,5,1,732,0,8.284,17.0,9.97,-60.2627,-47.0621
403,6.6,6,7,1,723,0,0.636,31.0,27.0,-30.2921,-71.5215
404,7.1,6,4,1,872,0,3.968,10.0,35.0,37.1557,144.661
405,6.6,8,5,1,692,0,1.98,44.0,9.45,26.0913,-110.321
406,6.8,0,6,1,711,0,5.79,9.0,35.0,-6.4456,154.931
407,7.1,9,8,1,1092,0,3.144,12.0,19.04,9.8796,124.117
408,6.6,5,6,0,691,0,1.984,40.0,40.0,35.5142,23.2523
409,6.7,0,3,0,691,0,2.958,11.0,573.0,53.1995,152.786
410,6.5,0,4,1,650,0,1.709,21.0,41.54,-30.9255,-178.323
411,6.8,7,7,0,1005,0,7.359,17.0,12.0,27.1825,65.5052
412,7.1,8,7,1,843,0,4.446,17.0,40.0,-15.8385,-74.5112
413,7.7,5,8,0,2015,0,7.241,17.0,15.0,26.951,65.5009
414,6.5,0,6,1,650,0,0.735,24.0,20.0,51.5573,-174.767
415,6.5,5,3,0,739,0,3.276,26.0,402.0,29.9377,138.833
416,6.5,4,5,0,668,0,3.097,11.0,112.0,-7.44,128.221
417,7.0,5,6,0,758,0,0.624,53.0,29.0,51.537,-175.23
418,6.5,9,7,1,690,0,0.0,0.0,8.2,-41.734,174.152
419,6.7,4,5,1,715,0,3.741,22.0,12.0,5.7732,-78.1999
420,6.5,6,7,1,693,229,0.0,20.0,17.0,-41.704,174.337
421,7.3,0,6,1,820,398,0.0,43.0,11.0,-60.857,-25.07
422,6.6,4,6,0,674,139,0.0,14.0,56.0,-6.029,149.706
423,7.3,0,4,1,820,117,0.0,24.0,385.5,-3.917,153.927
424,6.6,0,7,1,670,111,0.0,16.0,10.0,10.701,-42.594
425,6.5,5,6,1,679,698,0.0,27.0,30.0,11.763,-86.926
426,6.7,5,4,0,710,515,0.0,24.0,9.0,-10.004,107.236
427,6.7,0,3,1,691,217,0.0,25.2,624.0,52.235,151.444
428,8.3,5,5,1,1115,385,0.0,10.0,598.1,54.892,153.221
429,7.4,0,6,1,842,626,0.0,16.0,173.7,-23.009,-177.232
430,6.8,0,3,0,711,131,0.0,18.0,602.2,18.728,145.288
431,6.5,0,6,1,650,264,0.0,16.6,10.0,-3.898,152.127
432,6.6,8,8,0,2083,548,0.0,12.6,14.0,30.308,102.888
433,7.2,5,7,1,804,770,0.0,10.1,110.0,46.221,150.788
434,6.6,7,7,1,672,445,0.0,11.0,13.0,-3.214,142.542
435,7.7,8,8,0,1421,506,0.0,26.6,80.0,28.033,61.996
436,6.6,0,5,1,670,491,0.0,11.5,31.0,-6.475,154.607
437,7.0,3,7,1,755,640,0.0,11.4,66.0,-3.517,138.476
438,6.5,0,6,1,650,317,0.0,14.2,28.0,-6.598,148.174
439,6.5,3,6,0,651,480,0.0,20.7,29.0,50.958,157.408
440,6.9,5,6,1,736,531,0.0,20.7,41.0,50.954,157.283
441,6.6,0,7,1,670,697,0.0,15.3,11.0,67.631,142.508
442,6.6,0,6,1,670,421,0.0,16.6,18.0,-10.994,165.741
443,6.9,5,5,1,904,562,0.0,23.7,145.0,1.135,-77.393
444,7.1,9,6,1,780,334,0.0,16.5,21.0,-10.928,166.018
445,6.8,0,7,1,711,400,0.0,17.5,12.0,-10.838,165.969
446,6.7,0,6,1,691,387,0.0,26.5,11.0,-10.997,165.655
447,7.0,0,6,0,754,445,0.0,17.5,8.8,-10.499,165.588
448,7.1,0,5,0,776,550,0.0,18.4,10.0,-11.183,164.882
449,8.0,8,7,1,993,460,0.0,20.9,24.0,-10.799,165.114
450,6.9,6,7,0,814,686,0.0,28.0,107.0,42.77,143.092
451,6.8,6,7,0,771,596,0.0,19.3,45.0,-28.094,-70.653
452,7.5,6,6,0,1425,0,0.0,0.0,8.7,55.228,-134.859
453,6.7,0,4,0,691,521,0.0,13.7,200.7,-14.344,167.286
454,7.1,5,5,0,843,517,0.0,8.7,155.0,-6.533,129.825
455,7.3,6,5,0,1014,918,0.0,14.8,31.0,37.89,143.949
456,6.5,4,5,0,708,598,0.0,57.3,20.0,14.129,-92.164
457,6.8,7,6,0,795,391,0.0,13.7,13.7,23.005,95.885
458,7.4,8,7,0,1455,751,0.0,25.5,24.0,13.988,-91.895
459,7.8,8,7,0,1726,807,0.0,42.7,14.0,52.788,-132.101
460,6.5,6,6,0,745,691,0.0,34.4,17.0,10.086,-85.298
461,6.6,3,5,0,675,291,0.0,17.7,13.0,-4.892,134.03
462,7.3,7,6,0,1221,934,0.0,15.5,170.0,1.929,-76.362
463,7.6,8,7,0,1555,703,0.0,34.3,35.0,10.085,-85.315
464,7.6,8,5,0,1115,682,0.0,10.2,28.0,10.811,126.638
465,7.3,5,5,0,994,417,0.0,37.0,28.0,12.139,-88.59
466,6.6,4,5,0,678,497,0.0,14.6,91.1,2.19,126.837
467,7.7,7,4,0,941,862,0.0,13.8,583.2,49.8,145.064
468,6.5,5,6,0,653,576,0.0,11.7,41.0,-4.651,153.173
469,6.6,4,5,0,675,529,0.0,15.7,134.7,-18.685,-174.705
470,6.7,0,7,0,691,370,0.0,15.4,16.0,-1.617,134.276
471,6.8,6,5,0,732,597,0.0,12.6,198.0,-5.462,147.117
472,6.7,0,7,0,691,518,0.0,26.9,29.0,-32.625,-71.365
473,7.0,7,7,0,1000,474,0.0,95.9,13.0,28.696,-113.104
474,6.5,7,6,0,1171,599,0.0,54.1,20.0,18.229,-102.689
475,8.2,9,6,0,1213,341,0.0,14.9,25.1,0.802,92.463
476,8.6,9,7,0,2048,499,0.0,16.6,20.0,2.327,93.063
477,7.1,7,7,0,1496,553,0.0,15.2,40.7,-35.2,-72.217
478,6.6,6,6,0,709,640,0.0,10.1,118.0,-6.242,145.955
479,7.4,9,8,0,1752,672,0.0,37.9,20.0,16.493,-98.231
480,6.7,7,7,0,833,596,0.0,13.4,12.0,51.708,95.991
481,6.7,9,7,0,1551,572,0.0,11.1,11.0,9.999,123.206
482,7.1,5,5,0,793,573,0.0,12.0,23.0,-17.827,167.133
483,7.2,4,4,0,838,443,0.0,17.0,19.0,2.433,93.21
484,6.6,0,7,0,670,545,0.0,17.6,15.0,51.842,95.911
485,7.1,6,6,0,834,485,0.0,10.6,135.0,-7.551,146.809
486,6.5,8,7,0,1400,578,0.0,38.6,59.0,17.986,-99.789
487,6.9,6,7,0,847,474,0.0,46.5,24.0,-14.438,-75.966
488,7.1,9,9,0,1096,693,0.0,19.7,18.0,38.721,43.508
489,6.5,3,6,0,655,423,0.0,12.6,37.0,-6.57,147.881
490,6.9,8,8,0,1562,383,0.0,13.0,50.0,27.73,88.155
491,6.7,5,5,0,712,667,0.0,10.9,30.0,40.273,142.779
492,6.7,5,6,0,915,447,0.0,15.3,91.0,2.965,97.893
493,7.0,7,5,0,761,406,0.0,15.3,185.1,-20.671,169.716
494,7.0,6,6,0,913,471,0.0,26.9,147.0,-7.641,-74.525
495,7.1,5,6,0,787,564,0.0,12.3,28.0,-18.311,168.218
496,6.5,0,5,0,650,322,0.0,15.0,35.0,-18.308,168.156
497,7.2,8,6,0,813,280,0.0,18.4,32.0,-18.365,168.143
498,6.6,3,6,0,674,229,0.0,16.6,10.0,-3.518,144.828
499,7.6,3,7,0,893,567,0.0,33.5,17.0,-29.539,-176.34
500,6.7,6,6,0,749,592,0.0,24.9,33.0,39.955,142.205
501,6.8,4,5,0,734,519,0.0,12.5,11.0,-20.244,168.226
502,6.8,5,6,0,719,445,0.0,13.0,79.0,-10.375,161.2
503,6.6,7,7,0,822,586,0.0,10.1,11.0,37.001,140.401
504,7.1,8,8,0,1114,446,0.0,17.7,42.0,38.276,141.588
505,6.6,7,6,0,897,518,0.0,37.2,166.2,17.208,-94.338
506,6.9,7,9,0,1154,335,0.0,18.2,8.0,20.687,99.822
507,6.6,6,5,0,673,668,0.0,9.5,25.7,39.241,142.463
508,6.5,0,4,0,650,369,0.0,18.7,6.8,36.166,141.562
509,7.7,7,4,0,931,507,0.0,10.8,18.6,38.058,144.59
510,7.9,8,7,0,1140,163,0.0,48.4,42.6,36.281,141.111
511,9.1,9,8,0,2184,541,0.0,9.5,29.0,38.297,142.373
512,7.3,5,5,0,972,550,0.0,17.4,32.0,38.435,142.842
513,6.7,5,6,0,731,358,0.0,33.9,21.0,-35.38,-72.834
514,6.9,7,7,0,988,382,0.0,34.7,26.0,-36.422,-72.96
515,7.2,7,7,0,1449,372,0.0,25.3,68.0,28.777,63.951
516,7.0,2,5,0,755,578,0.0,13.3,9.0,-20.628,168.471
517,7.2,8,7,0,1054,397,0.0,30.1,24.0,-38.355,-73.326
518,7.3,0,5,0,820,409,0.0,12.0,16.0,-19.702,167.947
519,6.7,3,7,0,708,279,0.0,24.3,12.0,28.412,59.18
520,6.6,0,6,0,670,306,0.0,18.5,33.0,-6.001,149.977
521,7.8,4,7,0,946,379,0.0,23.0,20.1,-3.487,100.082
522,6.7,5,5,0,776,352,0.0,50.3,13.0,24.696,-109.156
523,7.0,8,5,0,772,271,0.0,15.1,26.0,-4.963,133.76
524,7.0,8,8,0,1245,365,0.0,15.8,12.0,-43.522,171.83
525,7.1,6,5,0,945,672,0.0,12.4,206.7,-1.266,-77.306
526,7.3,7,7,0,850,405,0.0,20.2,25.0,-17.541,168.069
527,7.0,4,6,0,757,396,0.0,12.7,44.0,-5.746,150.765
528,6.5,5,4,0,659,403,0.0,11.1,220.0,-5.486,146.822
529,7.6,5,3,0,902,340,0.0,15.1,578.0,6.497,123.48
530,7.3,8,7,0,831,397,0.0,18.2,35.0,-5.931,150.59
531,6.9,4,7,0,737,456,0.0,15.7,28.0,-5.966,150.428
532,6.6,6,7,0,753,295,0.0,52.8,22.0,-38.067,-73.31
533,6.7,5,6,0,696,392,0.0,18.7,35.0,-10.627,161.447
534,6.6,0,7,0,670,309,0.0,25.0,10.5,-2.329,136.484
535,7.0,3,7,0,755,307,0.0,18.1,18.0,-2.174,136.543
536,7.5,6,5,0,1144,514,0.0,18.6,35.0,7.881,91.936
537,7.2,5,6,0,804,327,0.0,11.7,31.0,-13.698,166.643
538,7.2,5,6,0,918,611,0.0,20.6,38.0,3.748,96.018
539,6.9,6,9,0,773,410,0.0,14.9,17.0,33.165,96.548
540,6.9,4,5,0,740,399,0.0,12.1,21.0,-10.878,161.116
541,7.8,0,7,0,936,352,0.0,19.2,31.0,2.383,97.048
542,7.2,9,9,0,2910,10,0.5137,239.0,9.987,32.2862,-115.295
543,6.6,5,6,0,701,413,0.0,16.7,34.0,13.667,92.831
544,6.7,5,6,0,856,312,0.0,34.7,18.0,-36.217,-73.257
545,6.5,6,5,0,810,491,0.0,27.0,32.0,37.745,141.59
546,7.0,7,7,0,874,403,0.0,17.1,18.0,-34.326,-71.799
547,6.9,7,7,0,1280,415,0.0,12.5,11.0,-34.29,-71.891
548,6.8,4,6,0,717,401,0.0,23.2,26.0,-3.762,100.991
549,6.6,7,7,0,736,255,0.0,27.8,18.0,-36.665,-73.374
550,6.5,0,4,0,650,426,0.0,18.7,176.0,-13.571,167.227
551,7.4,0,5,0,842,409,0.0,17.6,35.0,-37.773,-75.048
552,8.8,8,8,0,1991,454,0.0,17.8,22.9,-36.122,-72.898
553,7.0,6,6,0,1180,487,0.0,15.7,25.0,25.93,128.425
554,7.0,9,9,0,1623,500,0.0,22.7,13.0,18.443,-72.571
555,6.5,7,7,0,1360,51,0.3225,220.0,28.737,40.652,-124.692
556,6.8,3,6,0,713,338,0.0,15.0,15.4,-9.019,157.551
557,7.1,5,7,0,780,377,0.0,15.0,10.0,-8.783,157.354
558,6.6,5,7,0,672,282,0.0,16.6,10.0,-8.726,157.487
559,6.5,6,7,0,698,390,0.0,17.7,27.0,-19.394,-70.321
560,7.3,0,4,0,820,430,0.0,15.0,595.0,-17.239,178.331
561,6.6,7,6,0,677,305,0.0,20.4,18.0,-8.207,118.631
562,6.8,0,6,0,711,424,0.0,21.4,34.0,29.218,129.782
563,6.9,4,6,0,972,397,0.0,11.0,130.0,-6.133,130.385
564,6.8,0,5,0,711,174,0.0,30.2,35.0,-13.298,165.91
565,7.4,0,7,0,842,314,0.0,20.2,31.1,-13.093,166.497
566,7.8,0,6,0,936,195,0.0,20.3,35.0,-12.517,166.382
567,7.7,4,7,0,916,283,0.0,23.2,45.0,-13.006,166.51
568,6.6,7,7,0,787,417,0.0,30.1,9.0,-2.482,101.524
569,7.6,8,8,0,1639,498,0.0,14.0,81.0,-0.72,99.867
570,8.1,7,6,0,1055,520,0.0,20.8,18.0,-15.489,-172.095
571,7.0,7,7,0,1175,312,0.0,16.3,46.0,-7.782,107.297
572,6.7,5,6,0,753,369,0.0,14.9,20.0,-1.479,99.49
573,6.6,4,5,0,703,336,0.0,14.1,53.0,32.821,140.395
574,7.5,7,6,0,1248,303,0.0,18.2,24.0,14.099,92.902
575,7.1,5,4,0,1005,447,0.0,14.2,292.0,33.167,137.944
576,6.9,5,7,0,1202,243,0.0,35.0,10.0,29.039,-112.903
577,7.8,6,8,0,1165,434,0.0,16.8,12.0,-45.762,166.562
578,6.7,5,5,0,693,269,0.0,13.8,64.0,-5.157,153.782
579,7.3,7,8,0,1560,464,0.0,27.2,19.0,16.731,-86.217
580,7.6,7,5,0,916,504,0.0,14.0,31.0,-23.043,-174.66
581,7.2,3,7,0,802,432,0.0,18.6,20.0,3.886,126.387
582,7.4,7,7,0,846,314,0.0,21.1,23.0,-0.691,133.305
583,6.6,5,4,0,765,344,0.0,22.6,204.8,36.419,70.743
584,7.7,5,7,0,918,288,0.0,29.8,17.0,-0.414,132.885
585,7.4,9,7,0,848,365,0.0,33.7,30.0,1.271,122.091
